SaleID,DateKey,ProductKey,Quantity,UnitPrice,UnitCost,SalesAmount,CostAmount,GrossProfit
1074,20240506,2,3,14.99,6.00,44.97,18.00,26.97
1075,20240506,7,1,19.99,8.00,19.99,8.00,11.99
1075,20240506,2,1,14.99,6.00,14.99,6.00,8.99
1076,20240506,17,1,179.99,90.00,179.99,90.00,89.99
1076,20240506,1,1,6.99,2.50,6.99,2.50,4.49
1077,20240506,9,2,9.99,3.50,19.98,7.00,12.98
1077,20240506,3,2,8.99,3.50,17.98,7.00,10.98
1077,20240506,18,1,199.99,100.00,199.99,100.00,99.99
1078,20240506,14,1,34.99,15.00,34.99,15.00,19.99
1078,20240506,13,1,49.99,22.00,49.99,22.00,27.99
1078,20240506,3,2,8.99,3.50,17.98,7.00,10.98
1079,20240506,21,1,599.99,300.00,599.99,300.00,299.99
1080,20240506,13,1,49.99,22.00,49.99,22.00,27.99
1081,20240506,14,1,34.99,15.00,34.99,15.00,19.99
1082,20240508,3,2,8.99,3.50,17.98,7.00,10.98
1082,20240508,8,2,29.99,12.00,59.98,24.00,35.98
1083,20240509,3,2,8.99,3.50,17.98,7.00,10.98
1084,20240510,2,1,14.99,6.00,14.99,6.00,8.99
1084,20240510,11,1,89.99,40.00,89.99,40.00,49.99
1085,20240510,4,1,12.99,4.50,12.99,4.50,8.49
1086,20240511,9,1,9.99,3.50,9.99,3.50,6.49
1086,20240511,7,1,19.99,8.00,19.99,8.00,11.99
1087,20240511,11,1,89.99,40.00,89.99,40.00,49.99
1087,20240511,4,1,12.99,4.50,12.99,4.50,8.49
1087,20240511,1,1,6.99,2.50,6.99,2.50,4.49
1087,20240511,15,1,24.99,9.00,24.99,9.00,15.99
1088,20240511,1,1,6.99,2.50,6.99,2.50,4.49
1088,20240511,16,1,19.99,7.00,19.99,7.00,12.99
1089,20240511,7,1,19.99,8.00,19.99,8.00,11.99
1089,20240511,22,1,499.99,250.00,499.99,250.00,249.99
1089,20240511,14,1,34.99,15.00,34.99,15.00,19.99
1090,20240511,3,1,8.99,3.50,8.99,3.50,5.49
1091,20240511,9,2,9.99,3.50,19.98,7.00,12.98
1091,20240511,9,1,9.99,3.50,9.99,3.50,6.49
1092,20240511,13,1,49.99,22.00,49.99,22.00,27.99
1092,20240511,8,1,29.99,12.00,29.99,12.00,17.99
1092,20240511,1,3,6.99,2.50,20.97,7.50,13.47
1093,20240511,15,1,24.99,9.00,24.99,9.00,15.99
1093,20240511,11,1,89.99,40.00,89.99,40.00,49.99
1094,20240511,5,1,4.99,1.50,4.99,1.50,3.49
1094,20240511,3,1,8.99,3.50,8.99,3.50,5.49
1094,20240511,9,2,9.99,3.50,19.98,7.00,12.98
1095,20240511,7,1,19.99,8.00,19.99,8.00,11.99
1096,20240511,5,1,4.99,1.50,4.99,1.50,3.49
1097,20240512,1,2,6.99,2.50,13.98,5.00,8.98
1097,20240512,1,1,6.99,2.50,6.99,2.50,4.49
1098,20240512,1,3,6.99,2.50,20.97,7.50,13.47
1099,20240512,5,1,4.99,1.50,4.99,1.50,3.49
1099,20240512,8,1,29.99,12.00,29.99,12.00,17.99
1100,20240512,11,1,89.99,40.00,89.99,40.00,49.99
1100,20240512,14,1,34.99,15.00,34.99,15.00,19.99
1101,20240512,4,2,12.99,4.50,25.98,9.00,16.98
1101,20240512,2,3,14.99,6.00,44.97,18.00,26.97
1102,20240512,20,1,449.99,230.00,449.99,230.00,219.99
1102,20240512,17,1,179.99,90.00,179.99,90.00,89.99
1103,20240512,10,1,16.99,6.50,16.99,6.50,10.49
1103,20240512,8,1,29.99,12.00,29.99,12.00,17.99
1104,20240512,3,1,8.99,3.50,8.99,3.50,5.49
1104,20240512,2,2,14.99,6.00,29.98,12.00,17.98
1105,20240512,3,1,8.99,3.50,8.99,3.50,5.49
1105,20240512,4,2,12.99,4.50,25.98,9.00,16.98
1105,20240512,2,2,14.99,6.00,29.98,12.00,17.98
1106,20240512,1,1,6.99,2.50,6.99,2.50,4.49
1106,20240512,3,1,8.99,3.50,8.99,3.50,5.49
1107,20240512,18,1,199.99,100.00,199.99,100.00,99.99
1108,20240515,15,1,24.99,9.00,24.99,9.00,15.99
1108,20240515,4,1,12.99,4.50,12.99,4.50,8.49
1109,20240515,9,2,9.99,3.50,19.98,7.00,12.98
1109,20240515,11,1,89.99,40.00,89.99,40.00,49.99
1110,20240515,14,1,34.99,15.00,34.99,15.00,19.99
1110,20240515,18,1,199.99,100.00,199.99,100.00,99.99
1110,20240515,7,2,19.99,8.00,39.98,16.00,23.98
1111,20240516,1,3,6.99,2.50,20.97,7.50,13.47
1111,20240516,9,1,9.99,3.50,9.99,3.50,6.49
1112,20240516,1,1,6.99,2.50,6.99,2.50,4.49
1112,20240516,1,2,6.99,2.50,13.98,5.00,8.98
1112,20240516,5,3,4.99,1.50,14.97,4.50,10.47
1113,20240516,18,1,199.99,100.00,199.99,100.00,99.99
1113,20240516,7,1,19.99,8.00,19.99,8.00,11.99
1114,20240516,1,1,6.99,2.50,6.99,2.50,4.49
1114,20240516,12,1,129.99,60.00,129.99,60.00,69.99
1115,20240516,2,2,14.99,6.00,29.98,12.00,17.98
1115,20240516,18,1,199.99,100.00,199.99,100.00,99.99
1116,20240517,15,1,24.99,9.00,24.99,9.00,15.99
1116,20240517,3,2,8.99,3.50,17.98,7.00,10.98
1117,20240517,5,3,4.99,1.50,14.97,4.50,10.47
1117,20240517,18,1,199.99,100.00,199.99,100.00,99.99
1118,20240517,1,1,6.99,2.50,6.99,2.50,4.49
1119,20240517,4,1,12.99,4.50,12.99,4.50,8.49
1119,20240517,1,1,6.99,2.50,6.99,2.50,4.49
1119,20240517,1,1,6.99,2.50,6.99,2.50,4.49
1120,20240518,10,2,16.99,6.50,33.98,13.00,20.98
1120,20240518,18,1,199.99,100.00,199.99,100.00,99.99
1120,20240518,5,1,4.99,1.50,4.99,1.50,3.49
1120,20240518,1,1,6.99,2.50,6.99,2.50,4.49
1121,20240518,1,2,6.99,2.50,13.98,5.00,8.98
1122,20240518,3,1,8.99,3.50,8.99,3.50,5.49
1122,20240518,1,1,6.99,2.50,6.99,2.50,4.49
1122,20240518,15,1,24.99,9.00,24.99,9.00,15.99
1122,20240518,12,1,129.99,60.00,129.99,60.00,69.99
1122,20240518,1,2,6.99,2.50,13.98,5.00,8.98
1123,20240518,1,1,6.99,2.50,6.99,2.50,4.49
1123,20240518,12,1,129.99,60.00,129.99,60.00,69.99
1124,20240518,1,1,6.99,2.50,6.99,2.50,4.49
1125,20240518,7,1,19.99,8.00,19.99,8.00,11.99
1125,20240518,2,2,14.99,6.00,29.98,12.00,17.98
1125,20240518,1,2,6.99,2.50,13.98,5.00,8.98
1126,20240518,5,1,4.99,1.50,4.99,1.50,3.49
1127,20240518,2,3,14.99,6.00,44.97,18.00,26.97
1127,20240518,3,2,8.99,3.50,17.98,7.00,10.98
1127,20240518,14,1,34.99,15.00,34.99,15.00,19.99
1128,20240518,8,1,29.99,12.00,29.99,12.00,17.99
1129,20240518,4,2,12.99,4.50,25.98,9.00,16.98
1130,20240518,13,1,49.99,22.00,49.99,22.00,27.99
1130,20240518,6,2,24.99,10.00,49.98,20.00,29.98
1131,20240518,19,1,249.99,120.00,249.99,120.00,129.99
1132,20240519,3,1,8.99,3.50,8.99,3.50,5.49
1132,20240519,13,1,49.99,22.00,49.99,22.00,27.99
1133,20240519,1,2,6.99,2.50,13.98,5.00,8.98
1133,20240519,7,1,19.99,8.00,19.99,8.00,11.99
1134,20240519,12,1,129.99,60.00,129.99,60.00,69.99
1134,20240519,14,1,34.99,15.00,34.99,15.00,19.99
1134,20240519,5,2,4.99,1.50,9.98,3.00,6.98
1134,20240519,1,2,6.99,2.50,13.98,5.00,8.98
1134,20240519,3,1,8.99,3.50,8.99,3.50,5.49
1135,20240519,5,1,4.99,1.50,4.99,1.50,3.49
1135,20240519,10,1,16.99,6.50,16.99,6.50,10.49
1136,20240519,2,1,14.99,6.00,14.99,6.00,8.99
1136,20240519,3,1,8.99,3.50,8.99,3.50,5.49
1137,20240519,12,1,129.99,60.00,129.99,60.00,69.99
1138,20240519,2,2,14.99,6.00,29.98,12.00,17.98
1139,20240522,5,1,4.99,1.50,4.99,1.50,3.49
1139,20240522,5,1,4.99,1.50,4.99,1.50,3.49
1140,20240522,16,2,19.99,7.00,39.98,14.00,25.98
1140,20240522,5,2,4.99,1.50,9.98,3.00,6.98
1140,20240522,5,2,4.99,1.50,9.98,3.00,6.98
1140,20240522,15,2,24.99,9.00,49.98,18.00,31.98
1141,20240523,5,2,4.99,1.50,9.98,3.00,6.98
1142,20240523,2,3,14.99,6.00,44.97,18.00,26.97
1142,20240523,1,1,6.99,2.50,6.99,2.50,4.49
1143,20240524,1,3,6.99,2.50,20.97,7.50,13.47
1143,20240524,5,3,4.99,1.50,14.97,4.50,10.47
1143,20240524,14,1,34.99,15.00,34.99,15.00,19.99
1144,20240524,3,2,8.99,3.50,17.98,7.00,10.98
1144,20240524,2,2,14.99,6.00,29.98,12.00,17.98
1145,20240524,4,1,12.99,4.50,12.99,4.50,8.49
1145,20240524,3,2,8.99,3.50,17.98,7.00,10.98
1146,20240525,5,2,4.99,1.50,9.98,3.00,6.98
1146,20240525,2,1,14.99,6.00,14.99,6.00,8.99
1146,20240525,5,3,4.99,1.50,14.97,4.50,10.47
1147,20240525,5,1,4.99,1.50,4.99,1.50,3.49
1147,20240525,8,2,29.99,12.00,59.98,24.00,35.98
1148,20240525,14,1,34.99,15.00,34.99,15.00,19.99
1148,20240525,1,1,6.99,2.50,6.99,2.50,4.49
1148,20240525,10,2,16.99,6.50,33.98,13.00,20.98
1149,20240525,7,2,19.99,8.00,39.98,16.00,23.98
1149,20240525,19,1,249.99,120.00,249.99,120.00,129.99
1149,20240525,14,1,34.99,15.00,34.99,15.00,19.99
1150,20240525,5,2,4.99,1.50,9.98,3.00,6.98
1150,20240525,1,1,6.99,2.50,6.99,2.50,4.49
1151,20240525,5,1,4.99,1.50,4.99,1.50,3.49
1151,20240525,4,2,12.99,4.50,25.98,9.00,16.98
1152,20240525,4,1,12.99,4.50,12.99,4.50,8.49
1152,20240525,15,2,24.99,9.00,49.98,18.00,31.98
1153,20240525,17,1,179.99,90.00,179.99,90.00,89.99
1153,20240525,3,2,8.99,3.50,17.98,7.00,10.98
1153,20240525,23,1,99.99,45.00,99.99,45.00,54.99
1153,20240525,1,2,6.99,2.50,13.98,5.00,8.98
1154,20240525,11,1,89.99,40.00,89.99,40.00,49.99
1154,20240525,3,2,8.99,3.50,17.98,7.00,10.98
1154,20240525,2,1,14.99,6.00,14.99,6.00,8.99
1155,20240525,10,2,16.99,6.50,33.98,13.00,20.98
1156,20240525,2,1,14.99,6.00,14.99,6.00,8.99
1157,20240526,1,3,6.99,2.50,20.97,7.50,13.47
1157,20240526,13,2,49.99,22.00,99.98,44.00,55.98
1157,20240526,10,1,16.99,6.50,16.99,6.50,10.49
1158,20240526,13,1,49.99,22.00,49.99,22.00,27.99
1158,20240526,6,2,24.99,10.00,49.98,20.00,29.98
1159,20240526,1,1,6.99,2.50,6.99,2.50,4.49
1159,20240526,9,3,9.99,3.50,29.97,10.50,19.47
1160,20240526,3,1,8.99,3.50,8.99,3.50,5.49
1161,20240526,9,2,9.99,3.50,19.98,7.00,12.98
1161,20240526,9,1,9.99,3.50,9.99,3.50,6.49
1161,20240526,9,2,9.99,3.50,19.98,7.00,12.98
1161,20240526,5,2,4.99,1.50,9.98,3.00,6.98
1161,20240526,6,2,24.99,10.00,49.98,20.00,29.98
1162,20240526,14,2,34.99,15.00,69.98,30.00,39.98
1162,20240526,3,2,8.99,3.50,17.98,7.00,10.98
1163,20240526,5,2,4.99,1.50,9.98,3.00,6.98
1163,20240526,6,1,24.99,10.00,24.99,10.00,14.99
1163,20240526,5,2,4.99,1.50,9.98,3.00,6.98
1163,20240526,3,2,8.99,3.50,17.98,7.00,10.98
1163,20240526,7,2,19.99,8.00,39.98,16.00,23.98
1164,20240526,6,2,24.99,10.00,49.98,20.00,29.98
1165,20240526,2,1,14.99,6.00,14.99,6.00,8.99
1165,20240526,2,3,14.99,6.00,44.97,18.00,26.97
1166,20240526,13,1,49.99,22.00,49.99,22.00,27.99
1167,20240526,14,1,34.99,15.00,34.99,15.00,19.99
1167,20240526,5,2,4.99,1.50,9.98,3.00,6.98
1167,20240526,10,2,16.99,6.50,33.98,13.00,20.98
1167,20240526,3,1,8.99,3.50,8.99,3.50,5.49
1167,20240526,10,2,16.99,6.50,33.98,13.00,20.98
1168,20240526,1,1,6.99,2.50,6.99,2.50,4.49
1168,20240526,5,2,4.99,1.50,9.98,3.00,6.98
1169,20240526,7,2,19.99,8.00,39.98,16.00,23.98
1170,20240526,3,2,8.99,3.50,17.98,7.00,10.98
1170,20240526,1,1,6.99,2.50,6.99,2.50,4.49
1171,20240526,1,1,6.99,2.50,6.99,2.50,4.49
1171,20240526,1,1,6.99,2.50,6.99,2.50,4.49
1172,20240526,1,1,6.99,2.50,6.99,2.50,4.49
1173,20240526,17,1,179.99,90.00,179.99,90.00,89.99
1174,20240526,4,3,12.99,4.50,38.97,13.50,25.47
1175,20240526,9,1,9.99,3.50,9.99,3.50,6.49
1176,20240527,3,2,8.99,3.50,17.98,7.00,10.98
1176,20240527,8,1,29.99,12.00,29.99,12.00,17.99
1176,20240527,4,2,12.99,4.50,25.98,9.00,16.98
1177,20240527,2,1,14.99,6.00,14.99,6.00,8.99
1178,20240527,23,1,99.99,45.00,99.99,45.00,54.99
1178,20240527,5,2,4.99,1.50,9.98,3.00,6.98
1178,20240527,1,1,6.99,2.50,6.99,2.50,4.49
1179,20240527,16,1,19.99,7.00,19.99,7.00,12.99
1179,20240527,5,3,4.99,1.50,14.97,4.50,10.47
1179,20240527,2,3,14.99,6.00,44.97,18.00,26.97
1180,20240527,3,1,8.99,3.50,8.99,3.50,5.49
1180,20240527,7,1,19.99,8.00,19.99,8.00,11.99
1181,20240527,8,1,29.99,12.00,29.99,12.00,17.99
1182,20240527,7,2,19.99,8.00,39.98,16.00,23.98
1183,20240527,8,3,29.99,12.00,89.97,36.00,53.97
1184,20240527,20,1,449.99,230.00,449.99,230.00,219.99
1184,20240527,4,1,12.99,4.50,12.99,4.50,8.49
1185,20240527,13,1,49.99,22.00,49.99,22.00,27.99
1186,20240527,1,1,6.99,2.50,6.99,2.50,4.49
1186,20240527,1,1,6.99,2.50,6.99,2.50,4.49
1186,20240527,12,1,129.99,60.00,129.99,60.00,69.99
1186,20240527,1,1,6.99,2.50,6.99,2.50,4.49
1186,20240527,4,1,12.99,4.50,12.99,4.50,8.49
1187,20240529,5,1,4.99,1.50,4.99,1.50,3.49
1187,20240529,5,1,4.99,1.50,4.99,1.50,3.49
1188,20240529,2,1,14.99,6.00,14.99,6.00,8.99
1188,20240529,4,1,12.99,4.50,12.99,4.50,8.49
1189,20240529,3,1,8.99,3.50,8.99,3.50,5.49
1189,20240529,17,1,179.99,90.00,179.99,90.00,89.99
1190,20240529,11,1,89.99,40.00,89.99,40.00,49.99
1191,20240530,5,1,4.99,1.50,4.99,1.50,3.49
1192,20240530,9,2,9.99,3.50,19.98,7.00,12.98
1192,20240530,2,2,14.99,6.00,29.98,12.00,17.98
1192,20240530,2,3,14.99,6.00,44.97,18.00,26.97
1193,20240530,3,2,8.99,3.50,17.98,7.00,10.98
1194,20240531,10,3,16.99,6.50,50.97,19.50,31.47
1195,20240531,16,1,19.99,7.00,19.99,7.00,12.99
1195,20240531,21,1,599.99,300.00,599.99,300.00,299.99
1195,20240531,2,2,14.99,6.00,29.98,12.00,17.98
1196,20240601,1,3,6.99,2.50,20.97,7.50,13.47
1196,20240601,1,2,6.99,2.50,13.98,5.00,8.98
1196,20240601,9,2,9.99,3.50,19.98,7.00,12.98
1196,20240601,1,1,6.99,2.50,6.99,2.50,4.49
1196,20240601,17,1,179.99,90.00,179.99,90.00,89.99
1196,20240601,14,2,34.99,15.00,69.98,30.00,39.98
1196,20240601,8,1,29.99,12.00,29.99,12.00,17.99
1197,20240601,7,3,19.99,8.00,59.97,24.00,35.97
1197,20240601,5,2,4.99,1.50,9.98,3.00,6.98
1197,20240601,12,2,129.99,60.00,259.98,120.00,139.98
1198,20240601,16,1,19.99,7.00,19.99,7.00,12.99
1198,20240601,9,1,9.99,3.50,9.99,3.50,6.49
1198,20240601,1,1,6.99,2.50,6.99,2.50,4.49
1199,20240601,2,1,14.99,6.00,14.99,6.00,8.99
1199,20240601,2,1,14.99,6.00,14.99,6.00,8.99
1199,20240601,1,2,6.99,2.50,13.98,5.00,8.98
1200,20240601,2,1,14.99,6.00,14.99,6.00,8.99
1200,20240601,5,1,4.99,1.50,4.99,1.50,3.49
1200,20240601,19,1,249.99,120.00,249.99,120.00,129.99
1201,20240601,7,2,19.99,8.00,39.98,16.00,23.98
1201,20240601,13,1,49.99,22.00,49.99,22.00,27.99
1201,20240601,9,1,9.99,3.50,9.99,3.50,6.49
1202,20240601,5,2,4.99,1.50,9.98,3.00,6.98
1202,20240601,5,1,4.99,1.50,4.99,1.50,3.49
1203,20240601,1,1,6.99,2.50,6.99,2.50,4.49
1204,20240601,17,1,179.99,90.00,179.99,90.00,89.99
1204,20240601,8,1,29.99,12.00,29.99,12.00,17.99
1205,20240601,1,2,6.99,2.50,13.98,5.00,8.98
1206,20240601,15,1,24.99,9.00,24.99,9.00,15.99
1206,20240601,7,1,19.99,8.00,19.99,8.00,11.99
1206,20240601,5,2,4.99,1.50,9.98,3.00,6.98
1207,20240601,9,1,9.99,3.50,9.99,3.50,6.49
1207,20240601,5,1,4.99,1.50,4.99,1.50,3.49
1208,20240601,6,1,24.99,10.00,24.99,10.00,14.99
1209,20240601,17,1,179.99,90.00,179.99,90.00,89.99
1210,20240601,7,2,19.99,8.00,39.98,16.00,23.98
1211,20240601,11,1,89.99,40.00,89.99,40.00,49.99
1211,20240601,2,2,14.99,6.00,29.98,12.00,17.98
